rel_path,source,title,title_norm,published_raw,date_iso,cluster_size,cluster_sources_count,story_role
MC1/News Articles/The Light of Truth/729.txt,The Light of Truth,TECHNIQUE OF DRILLING PROHIBITED IN TETHYS,TECHNIQUE OF DRILLING PROHIBITED IN TETHYS,1995/03/31,1995-03-31,1,1,Primary
MC1/News Articles/The Light of Truth/802.txt,The Light of Truth,The EXPANSION OF GASTECH REACHES the SHORES OF KRONOS,THE EXPANSION OF GASTECH REACHES THE SHORES OF KRONOS,1994/09/25,1994-09-25,1,1,Primary
MC1/News Articles/The Light of Truth/822.txt,The Light of Truth,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Light of Truth/823.txt,The Light of Truth,HEALTH FOR ALL BREATHS (WFA) GASTECH AND GOVERNMENT OF KRONOS,HEALTH FOR ALL BREATHS (WFA) GASTECH AND GOVERNMENT OF KRONOS,1998/11/15,1998-11-15,1,1,Primary
MC1/News Articles/The Orb/0.txt,The Orb,BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTION,BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTION,2012/09/08,2012-09-08,1,1,Primary
MC1/News Articles/The Orb/109.txt,The Orb,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS 2002,DOCUMENTARY CARD OF PUBLIC HEALTH OF ELODIS 2002,2002/05/26,2002-05-26,1,1,Primary
MC1/News Articles/The Orb/148.txt,The Orb,A CELEBRATION OF RELEASED KLEPTOCRACY,A CELEBRATION OF RELEASED KLEPTOCRACY,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/The Orb/210.txt,The Orb,MISS INTENTIONS OF GOVERNMENT OF MARCH OF DETAILS,MISS INTENTIONS OF GOVERNMENT OF MARCH OF DETAILS,1993/02/03,1993-02-03,1,1,Primary
MC1/News Articles/The Orb/211.txt,The Orb,TO MEET REPRESENTATIVES OF POK THE MINISTER OF KRONOS OF HEALTH,TO MEET REPRESENTATIVES OF POK THE MINISTER OF KRONOS OF HEALTH,1998/11/16,1998-11-16,1,1,Primary
MC1/News Articles/The Orb/222.txt,The Orb,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS,DOCUMENTARY CARD OF PUBLIC HEALTH OF ELODIS,1998/05/17,1998-05-17,1,1,Primary
MC1/News Articles/The Orb/239.txt,The Orb,GATHERING PROGRAMMED IN SUPPORT OF THE RESPONSIBILITY INCREASED FOR GOVERNMENT,GATHERING PROGRAMMED IN SUPPORT OF THE RESPONSIBILITY INCREASED FOR GOVERNMENT,2012/04/10,2012-04-10,1,1,Primary
MC1/News Articles/The Orb/248.txt,The Orb,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,1999/07/09,1999-07-09,1,1,Primary
MC1/News Articles/The Orb/249.txt,The Orb,A GLANCE BEHIND TRAGEDY OF CUT OF THE LIFE: ELIAN KAREL,A GLANCE BEHIND TRAGEDY OF CUT OF THE LIFE: ELIAN KAREL,2011/06/22,2011-06-22,1,1,Primary
MC1/News Articles/The Orb/275.txt,The Orb,FROM TEN YEARS - OLD WOMEN MATRICES OF GIRL Of ELODIS OF POISONING,FROM TEN YEARS - OLD WOMEN MATRICES OF GIRL OF ELODIS OF POISONING,1998/08/20,1998-08-20,1,1,Primary
MC1/News Articles/The Orb/357.txt,The Orb,ELIAN KAREL DIED IN PRISON OF KRONOS,ELIAN KAREL DIED IN PRISON OF KRONOS,2009/06/21,2009-06-21,1,1,Primary
MC1/News Articles/The Orb/390.txt,The Orb,"The TRUCK OF GASTECH RUNS UP AGAINST the CAR CLOSE To ELODIS, FAMILY OF FOUR DEAD","THE TRUCK OF GASTECH RUNS UP AGAINST THE CAR CLOSE TO ELODIS, FAMILY OF FOUR DEAD",2007/03/22,2007-03-22,1,1,Primary
MC1/News Articles/The Orb/455.txt,The Orb,CHIEF KAREL OF POK STOPPED,CHIEF KAREL OF POK STOPPED,2009/03/14,2009-03-14,1,1,Primary
MC1/News Articles/The Orb/459.txt,The Orb,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED POK","THE MEASUREMENT OF TAXES DEMOLISHED, EFFORTS OF FIXED POK",2001/03/24,2001-03-24,1,1,Primary
MC1/News Articles/The Orb/523.txt,The Orb,"IN MEMORY:  The DEATH Of ELIAN KAREL, ONE YEAR AFTERWARDS","IN MEMORY: THE DEATH OF ELIAN KAREL, ONE YEAR AFTERWARDS",2010/06/21,2010-06-21,1,1,Primary
MC1/News Articles/The Orb/531.txt,The Orb,"ELODIS, KRONOS:  A CITY IN the NEED, part one","ELODIS, KRONOS: A CITY IN THE NEED, PART ONE",1998/03/20,1998-03-20,1,1,Primary
MC1/News Articles/The Orb/546.txt,The Orb,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS 2004,DOCUMENTARY CARD OF PUBLIC HEALTH OF ELODIS 2004,2004/05/31,2004-05-31,1,1,Primary
MC1/News Articles/The Orb/575.txt,The Orb,Does WHO BRING a GUN TO ONE TO REST INSIDE?,DOES WHO BRING A GUN TO ONE TO REST INSIDE?,2013/06/22,2013-06-22,1,1,Primary
MC1/News Articles/The Orb/622.txt,The Orb,"ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER IN TIME? Part three","ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER IN TIME? PART THREE",1998/05/17,1998-05-17,1,1,Primary
MC1/News Articles/The Orb/662.txt,The Orb,POK POINTS OUT THE CHIEF OF MARTYRED,POK POINTS OUT THE CHIEF OF MARTYRED,2012/06/22,2012-06-22,1,1,Primary
MC1/News Articles/The Orb/672.txt,The Orb,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS - UPDATE,DOCUMENTARY CARD OF PUBLIC HEALTH OF ELODIS - UPDATE,2000/06/01,2000-06-01,1,1,Primary
MC1/News Articles/The Orb/735.txt,The Orb,THE GATHERING OF POK DRAWS THOUSANDS OF DEFENDERS,THE GATHERING OF POK DRAWS THOUSANDS OF DEFENDERS,2009/03/09,2009-03-09,1,1,Primary
MC1/News Articles/The Orb/741.txt,The Orb,"ELODIS, KRONOS:  HELP of an UNEXPECTED part two of SOURCE","ELODIS, KRONOS: HELP OF AN UNEXPECTED PART TWO OF SOURCE",1998/04/27,1998-04-27,1,1,Primary
MC1/News Articles/The Orb/778.txt,The Orb,MEMBERS OF POK STOPPED,MEMBERS OF POK STOPPED,2001/09/01,2001-09-01,1,1,Primary
MC1/News Articles/The Orb/832.txt,The Orb,POK PROTESTS the END IN the ARRESTS,POK PROTESTS THE END IN THE ARRESTS,2005/04/06,2005-04-06,1,1,Primary
MC1/News Articles/The Orb/840.txt,The Orb,THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,2012/11/12,2012-11-12,2,2,Derivative
MC1/News Articles/The Truth/112.txt,The Truth,The gas fields of the bending of Tiskele larger than first idea,THE GAS FIELDS OF THE BENDING OF TISKELE LARGER THAN FIRST IDEA,1996/03/15,1996-03-15,1,1,Primary
MC1/News Articles/The Truth/156.txt,The Truth,The question POK of Kapelou a troop of criminals,THE QUESTION POK OF KAPELOU A TROOP OF CRIMINALS,2012/06/23,2012-06-23,1,1,Primary
MC1/News Articles/The Truth/165.txt,The Truth,Protest POK on GAStech Headquarters in arrests,PROTEST POK ON GASTECH HEADQUARTERS IN ARRESTS,2009/02/19,2009-02-19,1,1,Primary
MC1/News Articles/The Truth/166.txt,The Truth,The ministry of health examines the complaints of pollution,THE MINISTRY OF HEALTH EXAMINES THE COMPLAINTS OF POLLUTION,1998/11/10,1998-11-10,1,1,Primary
MC1/News Articles/The Truth/20.txt,The Truth,Protest becomes violent in Abila,PROTEST BECOMES VIOLENT IN ABILA,2009/06/21,2009-06-21,1,1,Primary
MC1/News Articles/The Truth/230.txt,The Truth,Araullo announce the new construction of the hospital,ARAULLO ANNOUNCE THE NEW CONSTRUCTION OF THE HOSPITAL,1995/11/23,1995-11-23,1,1,Primary
MC1/News Articles/The Truth/240.txt,The Truth,GAStech and Kronos celebrate company,GASTECH AND KRONOS CELEBRATE COMPANY,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/The Truth/361.txt,The Truth,Protesters POK the district of Vandalize Siopa,PROTESTERS POK THE DISTRICT OF VANDALIZE SIOPA,2011/06/22,2011-06-22,1,1,Primary
MC1/News Articles/The Truth/394.txt,The Truth,"The annual ends of the collection POK in babble, again","THE ANNUAL ENDS OF THE COLLECTION POK IN BABBLE, AGAIN",2013/06/21,2013-06-21,1,1,Primary
MC1/News Articles/The Truth/406.txt,The Truth,The advantages of Kronos of foreign investment,THE ADVANTAGES OF KRONOS OF FOREIGN INVESTMENT,1998/01/19,1998-01-19,1,1,Primary
MC1/News Articles/The Truth/41.txt,The Truth,"Added taxes on oil, the reports in general assembly of the gas development","ADDED TAXES ON OIL, THE REPORTS IN GENERAL ASSEMBLY OF THE GAS DEVELOPMENT",2001/03/18,2001-03-18,1,1,Primary
MC1/News Articles/The Truth/463.txt,The Truth,Sanjorge of GAStech escape which kidnap GAStech at HQ,SANJORGE OF GASTECH ESCAPE WHICH KIDNAP GASTECH AT HQ,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Truth/474.txt,The Truth,Large opening the new offices GAStech,LARGE OPENING THE NEW OFFICES GASTECH,1995/10/12,1995-10-12,1,1,Primary
MC1/News Articles/The Truth/480.txt,The Truth,The police force of the attack POK in Abila,THE POLICE FORCE OF THE ATTACK POK IN ABILA,2013/12/16,2013-12-16,1,1,Primary
MC1/News Articles/The Truth/552.txt,The Truth,The facilities to promote of the port,THE FACILITIES TO PROMOTE OF THE PORT,1993/09/20,1993-09-20,1,1,Primary
MC1/News Articles/The Truth/561.txt,The Truth,The LEADER Karel Arrested of the activist for tax evasion,THE LEADER KAREL ARRESTED OF THE ACTIVIST FOR TAX EVASION,2009/03/14,2009-03-14,1,1,Primary
MC1/News Articles/The Truth/581.txt,The Truth,Protest POK at the Headquarters of the police force Abila,PROTEST POK AT THE HEADQUARTERS OF THE POLICE FORCE ABILA,2010/06/22,2010-06-22,1,1,Primary
MC1/News Articles/The Truth/584.txt,The Truth,The minister of health receives threats of POK,THE MINISTER OF HEALTH RECEIVES THREATS OF POK,2012/03/08,2012-03-08,1,1,Primary
MC1/News Articles/The Truth/599.txt,The Truth,The conference of the news of the seizure of the police force concerning removal GAStech,THE CONFERENCE OF THE NEWS OF THE SEIZURE OF THE POLICE FORCE CONCERNING REMOVAL GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Truth/607.txt,The Truth,POK kidnap employees GAStech,POK KIDNAP EMPLOYEES GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Truth/621.txt,The Truth,The movement of the block-system of Protestors to the areas of bending Tiskele,THE MOVEMENT OF THE BLOCK-SYSTEM OF PROTESTORS TO THE AREAS OF BENDING TISKELE,2005/04/08,2005-04-08,1,1,Primary
MC1/News Articles/The Truth/632.txt,The Truth,The government announces the incentives of the tax for foreign investment,THE GOVERNMENT ANNOUNCES THE INCENTIVES OF THE TAX FOR FOREIGN INVESTMENT,1993/01/20,1993-01-20,1,1,Primary
MC1/News Articles/The Truth/645.txt,The Truth,The ends of the collection of the anniversary POK in babble,THE ENDS OF THE COLLECTION OF THE ANNIVERSARY POK IN BABBLE,2012/06/21,2012-06-21,1,1,Primary
MC1/News Articles/The Truth/668.txt,The Truth,The minister of health dies suddenly,THE MINISTER OF HEALTH DIES SUDDENLY,2001/06/15,2001-06-15,1,1,Primary
MC1/News Articles/The Truth/724.txt,The Truth,"The added taxes of Nespola of the minister Champions on oil, development of the gas","THE ADDED TAXES OF NESPOLA OF THE MINISTER CHAMPIONS ON OIL, DEVELOPMENT OF THE GAS",1999/07/04,1999-07-04,1,1,Primary
MC1/News Articles/The Truth/794.txt,The Truth,The activists interrupt movement near the areas of bending Tiskele,THE ACTIVISTS INTERRUPT MOVEMENT NEAR THE AREAS OF BENDING TISKELE,2001/08/31,2001-08-31,1,1,Primary
MC1/News Articles/The Truth/795.txt,The Truth,The strikes of the government treat international GAStech,THE STRIKES OF THE GOVERNMENT TREAT INTERNATIONAL GASTECH,1993/03/14,1993-03-14,1,1,Primary
MC1/News Articles/The Truth/96.txt,The Truth,POK Labeled a public threat,POK LABELED A PUBLIC THREAT,2011/07/28,2011-07-28,1,1,Primary
MC1/News Articles/The Tulip/119.txt,The Tulip,SANJORGE JR. THAT INTERNATIONALLY PUBLIC GASTECH TAKE,SANJORGE JR. THAT INTERNATIONALLY PUBLIC GASTECH TAKE,2013/09/03,2013-09-03,1,1,Primary
MC1/News Articles/The Tulip/178.txt,The Tulip,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,,,1,1,Primary
MC1/News Articles/The Tulip/206.txt,The Tulip,WELLNESS FOR ALL DEFLAGRATIONS GASTECH AND KRONOS GOVT (OF WFA),WELLNESS FOR ALL DEFLAGRATIONS GASTECH AND KRONOS GOVT (OF WFA),1998/11/14,1998-11-14,1,1,Primary
MC1/News Articles/The Tulip/3.txt,The Tulip,PROMINENT Citizen dies at 65,PROMINENT CITIZEN DIES AT 65,1994/02/18,1994-02-18,1,1,Primary
MC1/News Articles/The Tulip/315.txt,The Tulip,IMPROVEMENTS NECESSARY FOR PORT OF THE WATER OF ABILA DEEP,IMPROVEMENTS NECESSARY FOR PORT OF THE WATER OF ABILA DEEP,1993/09/21,1993-09-21,1,1,Primary
MC1/News Articles/The Tulip/319.txt,The Tulip,GASTECH THE INCOMES OF THE REPORT OF REPORTS,GASTECH THE INCOMES OF THE REPORT OF REPORTS,1999/02/20,1999-02-20,1,1,Primary
MC1/News Articles/The Tulip/331.txt,The Tulip,THE EXTENSION OF GASTECH REACHES THE COASTS OF KRONOS,THE EXTENSION OF GASTECH REACHES THE COASTS OF KRONOS,1994/09/25,1994-09-25,1,1,Primary
MC1/News Articles/The Tulip/360.txt,The Tulip,GIANT IPO MAKE SANJORGE BILLIONAIRE,GIANT IPO MAKE SANJORGE BILLIONAIRE,2013/12/17,2013-12-17,1,1,Primary
MC1/News Articles/The Tulip/370.txt,The Tulip,THE CARE OF TRADE INVESTMENTS IN KRONOS,THE CARE OF TRADE INVESTMENTS IN KRONOS,2010/12/19,2010-12-19,1,1,Primary
MC1/News Articles/The Tulip/479.txt,The Tulip,THE GOVERNMENT KRONOS IS THE DISCONTINUANCES OF THE TAX OF PLAN FOREIGN ENCOURAGE INVESTMENT,THE GOVERNMENT KRONOS IS THE DISCONTINUANCES OF THE TAX OF PLAN FOREIGN ENCOURAGE INVESTMENT,1992/12/12,1992-12-12,1,1,Primary
MC1/News Articles/The Tulip/504.txt,The Tulip,THE PLACE OF THE BEND TISKELE OF THE ROCKS GASTECH OF THE EXPLOSION,THE PLACE OF THE BEND TISKELE OF THE ROCKS GASTECH OF THE EXPLOSION,2000/08/16,2000-08-16,1,1,Primary
MC1/News Articles/The Tulip/515.txt,The Tulip,KRONOS THE GDP ON THE INCREASE,KRONOS THE GDP ON THE INCREASE,2000/01/16,2000-01-16,1,1,Primary
MC1/News Articles/The Tulip/529.txt,The Tulip,SANJORGE JR CONDEMN POK AS TERRORISTS,SANJORGE JR CONDEMN POK AS TERRORISTS,2009/02/22,2009-02-22,1,1,Primary
MC1/News Articles/The Tulip/586.txt,The Tulip,BORING TECHNIQUE WHICH IS PROHIBITED IN TETHYS,BORING TECHNIQUE WHICH IS PROHIBITED IN TETHYS,1995/04/01,1995-04-01,1,1,Primary
MC1/News Articles/The Tulip/686.txt,The Tulip,COO GASTECH OF THE HANK FLUSS DIES at 73,COO GASTECH OF THE HANK FLUSS DIES AT 73,2003/05/19,2003-05-19,1,1,Primary
MC1/News Articles/The Tulip/695.txt,The Tulip,LARGE OPENING GASTECH-KRONOS,LARGE OPENING GASTECH-KRONOS,1995/10/11,1995-10-11,1,1,Primary
MC1/News Articles/The Tulip/712.txt,The Tulip,REMOVAL AT GASTECH KRONOS,REMOVAL AT GASTECH KRONOS,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Tulip/720.txt,The Tulip,GASTECH THE EMPHASIS OF SHIFTS TO KRONOS,GASTECH THE EMPHASIS OF SHIFTS TO KRONOS,1996/07/09,1996-07-09,1,1,Primary
MC1/News Articles/The Tulip/810.txt,The Tulip,GASTECH APPROVE NEW EMBLEM,GASTECH APPROVE NEW EMBLEM,2009/05/16,2009-05-16,1,1,Primary
MC1/News Articles/The World/111.txt,The World,DRILLING TECHNIQUE BANNED IN TETHYS,DRILLING TECHNIQUE BANNED IN TETHYS,30 March 1995,1995-03-30,3,3,Primary
MC1/News Articles/The World/195.txt,The World,GASTECH ADOPTS NEW LOGO,GASTECH ADOPTS NEW LOGO,15 May 2009,2009-05-15,4,4,Primary
MC1/News Articles/The World/278.txt,The World,KRONOS GDP ON THE RISE,KRONOS GDP ON THE RISE,15 January 2000,2000-01-15,3,3,Primary
MC1/News Articles/The World/305.txt,The World,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,13 November 1998,1998-11-13,3,3,Primary
MC1/News Articles/The World/472.txt,The World,GASTECH SHIFTS FOCUS TO KRONOS,GASTECH SHIFTS FOCUS TO KRONOS,7 July 1996,1996-07-07,2,2,Primary
MC1/News Articles/The World/49.txt,The World,KIDNAPPING AT GASTECH KRONOS,KIDNAPPING AT GASTECH KRONOS,20 January 2014,2014-01-20,3,3,Primary
MC1/News Articles/The World/497.txt,The World,GRAND OPENING GASTECH-KRONOS,GRAND OPENING GASTECH-KRONOS,10 October 1995,1995-10-10,2,2,Primary
MC1/News Articles/The World/498.txt,The World,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,15 August 2000,2000-08-15,3,3,Primary
MC1/News Articles/The World/517.txt,The World,GASTECH REPORTS RECORD EARNINGS,GASTECH REPORTS RECORD EARNINGS,18 February 1999,1999-02-18,3,3,Primary
MC1/News Articles/The World/559.txt,The World,HUGE IPO MAKES SANJORGE BILLIONAIRE,HUGE IPO MAKES SANJORGE BILLIONAIRE,16 December 2013,2013-12-16,3,3,Primary
MC1/News Articles/The World/587.txt,The World,HANK FLUSS GASTECH COO DIES AT 73,HANK FLUSS GASTECH COO DIES AT 73,17 May 2003,2003-05-17,3,3,Primary
MC1/News Articles/The World/611.txt,The World,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,11 December 1992,1992-12-11,3,3,Primary
MC1/News Articles/The World/736.txt,The World,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,19 September 1993,1993-09-19,3,3,Primary
MC1/News Articles/The World/750.txt,The World,"PROMINENT BUSINESS, CIVIC LEADER DIES AT 65","PROMINENT BUSINESS, CIVIC LEADER DIES AT 65",17 February 1994,1994-02-17,3,3,Primary
MC1/News Articles/The World/809.txt,The World,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,2 September 2013,2013-09-02,2,2,Primary
MC1/News Articles/The World/824.txt,The World,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,21 January 2014,2014-01-21,3,3,Primary
MC1/News Articles/The World/84.txt,The World,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,23 September 1994,1994-09-23,3,3,Primary
MC1/News Articles/The Wrap/116.txt,The Wrap,POK REMIND LEADER MARTYRED,POK REMIND LEADER MARTYRED,2012/06/21,2012-06-21,1,1,Primary
MC1/News Articles/The Wrap/158.txt,The Wrap,"IN MEMORY:  THE DEATH OF ELIAN KAREL, A LATER YEAR","IN MEMORY: THE DEATH OF ELIAN KAREL, A LATER YEAR",2010/06/21,2010-06-21,1,1,Primary
MC1/News Articles/The Wrap/17.txt,The Wrap,THE END OF PROTESTS POK IN ARRESTS,THE END OF PROTESTS POK IN ARRESTS,2005/04/06,2005-04-06,1,1,Primary
MC1/News Articles/The Wrap/183.txt,The Wrap,"ELODIS, KRONOS:  AID OF UNEXPECTED part two","ELODIS, KRONOS: AID OF UNEXPECTED PART TWO",1998/04/26,1998-04-26,1,1,Primary
MC1/News Articles/The Wrap/187.txt,The Wrap,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK","REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK",2001/03/24,2001-03-24,1,1,Primary
MC1/News Articles/The Wrap/207.txt,The Wrap,COLLECTION WHICH IS PLANNED TO SUPPORT OF THE RAISED DUTY OF RESPONSIBILITY OF THE GOVERNMENT,COLLECTION WHICH IS PLANNED TO SUPPORT OF THE RAISED DUTY OF RESPONSIBILITY OF THE GOVERNMENT,2012/04/11,2012-04-11,1,1,Primary
MC1/News Articles/The Wrap/217.txt,The Wrap,THE COLLECTION POK DRAWS THOUSANDS OF PROTESTERS,THE COLLECTION POK DRAWS THOUSANDS OF PROTESTERS,2009/03/09,2009-03-09,1,1,Primary
MC1/News Articles/The Wrap/236.txt,The Wrap,"GASTECH TOUCH THE TRUCK CAR NEAR ELODIS, FAMILY OF DEAD FOUR","GASTECH TOUCH THE TRUCK CAR NEAR ELODIS, FAMILY OF DEAD FOUR",2007/03/22,2007-03-22,1,1,Primary
MC1/News Articles/The Wrap/243.txt,The Wrap,SHEET 2004 OF THE PUBLIC HEALTH ELODIS,SHEET 2004 OF THE PUBLIC HEALTH ELODIS,2004/05/30,2004-05-30,1,1,Primary
MC1/News Articles/The Wrap/271.txt,The Wrap,THE SHEET OF THE PUBLIC HEALTH ELODIS - UPDATE,THE SHEET OF THE PUBLIC HEALTH ELODIS - UPDATE,2000/06/02,2000-06-02,1,1,Primary
MC1/News Articles/The Wrap/349.txt,The Wrap,SHEET 2002 OF THE PUBLIC HEALTH ELODIS,SHEET 2002 OF THE PUBLIC HEALTH ELODIS,2002/05/27,2002-05-27,1,1,Primary
MC1/News Articles/The Wrap/408.txt,The Wrap,THE REPRESENTATIVES POK COME TOGETHER WITH MINISTER KRONOS HEALTH,THE REPRESENTATIVES POK COME TOGETHER WITH MINISTER KRONOS HEALTH,1998/11/15,1998-11-15,1,1,Primary
MC1/News Articles/The Wrap/409.txt,The Wrap,TEN YEARS OLD LITTLE GIRL OF ELODIS DIES OF POISONING,TEN YEARS OLD LITTLE GIRL OF ELODIS DIES OF POISONING,1998/08/21,1998-08-21,1,1,Primary
MC1/News Articles/The Wrap/445.txt,The Wrap,ELIAN KAREL DEAD IN PRISON KRONOS,ELIAN KAREL DEAD IN PRISON KRONOS,2009/06/20,2009-06-20,1,1,Primary
MC1/News Articles/The Wrap/448.txt,The Wrap,"ELODIS, KRONOS:  A CITY IN NEED, part 1","ELODIS, KRONOS: A CITY IN NEED, PART 1",1998/03/21,1998-03-21,1,1,Primary
MC1/News Articles/The Wrap/492.txt,The Wrap,THE SHEET OF THE PUBLIC HEALTH ELODIS,THE SHEET OF THE PUBLIC HEALTH ELODIS,1998/05/17,1998-05-17,1,1,Primary
MC1/News Articles/The Wrap/500.txt,The Wrap,LACK OF THE INTENTIONS OF THE GOVERNMENT OF TOP OF DETAILS,LACK OF THE INTENTIONS OF THE GOVERNMENT OF TOP OF DETAILS,1993/02/04,1993-02-04,1,1,Primary
MC1/News Articles/The Wrap/520.txt,The Wrap,THE PROTESTS SWELL IN ABILA IN REPLY TO QUESTION TO ACTION,THE PROTESTS SWELL IN ABILA IN REPLY TO QUESTION TO ACTION,2012/09/08,2012-09-08,1,1,Primary
MC1/News Articles/The Wrap/680.txt,The Wrap,ARRESTED MEMBERS POK,ARRESTED MEMBERS POK,2001/09/02,2001-09-02,1,1,Primary
MC1/News Articles/The Wrap/704.txt,The Wrap,A CELEBRATION OF DELIVERED KLEPTOCRACY,A CELEBRATION OF DELIVERED KLEPTOCRACY,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/The Wrap/740.txt,The Wrap,MINISTER OF HEALTH TO PROPOSE SOLUTION TO THE POISONING OF THE CITY,MINISTER OF HEALTH TO PROPOSE SOLUTION TO THE POISONING OF THE CITY,1999/07/09,1999-07-09,1,1,Primary
MC1/News Articles/The Wrap/769.txt,The Wrap,THE WGO BRING IN A GUN TO A FIT?,THE WGO BRING IN A GUN TO A FIT?,2013/06/21,2013-06-21,1,1,Primary
MC1/News Articles/The Wrap/788.txt,The Wrap,POK THE LEADER ARRESTED KAREL,POK THE LEADER ARRESTED KAREL,2009/03/13,2009-03-13,1,1,Primary
MC1/News Articles/The Wrap/799.txt,The Wrap,A CAN ON LIVING CUT TRAGICAL SHORT: ELIAN KAREL,A CAN ON LIVING CUT TRAGICAL SHORT: ELIAN KAREL,2011/06/22,2011-06-22,1,1,Primary
MC1/News Articles/The Wrap/814.txt,The Wrap,"ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER ON TIME? Part three","ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER ON TIME? PART THREE",1998/05/17,1998-05-17,1,1,Primary
MC1/News Articles/The Wrap/843.txt,The Wrap,DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,2012/11/12,2012-11-12,1,1,Primary
MC1/News Articles/Who What News/105.txt,Who What News,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,1994/09/24,1994-09-24,3,3,Derivative
MC1/News Articles/Who What News/137.txt,Who What News,"PROMINENT BUSINESS, CIVIC LEADER DIES AT 65","PROMINENT BUSINESS, CIVIC LEADER DIES AT 65",1994/02/18,1994-02-18,3,3,Derivative
MC1/News Articles/Who What News/153.txt,Who What News,DRILLING TECHNIQUE BANNED IN TETHYS,DRILLING TECHNIQUE BANNED IN TETHYS,1995/03/30,1995-03-30,3,3,Primary
MC1/News Articles/Who What News/310.txt,Who What News,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,2014/01/21,2014-01-21,3,3,Primary
MC1/News Articles/Who What News/375.txt,Who What News,HUGE IPO MAKES SANJORGE BILLIONAIRE,HUGE IPO MAKES SANJORGE BILLIONAIRE,2013/12/17,2013-12-17,3,3,Derivative
MC1/News Articles/Who What News/422.txt,Who What News,GASTECH ADOPTS NEW LOGO,GASTECH ADOPTS NEW LOGO,2009/05/16,2009-05-16,4,4,Derivative
MC1/News Articles/Who What News/449.txt,Who What News,GASTECH REPORTS RECORD EARNINGS,GASTECH REPORTS RECORD EARNINGS,,,3,3,Unknown
MC1/News Articles/Who What News/469.txt,Who What News,KIDNAPPING AT GASTECH KRONOS,KIDNAPPING AT GASTECH KRONOS,2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/Who What News/471.txt,Who What News,KRONOS GDP ON THE RISE,KRONOS GDP ON THE RISE,2000/01/16,2000-01-16,3,3,Derivative
